protein	comparison	logFC	pvalue	qvalue
P76440	ecoli_7-ecoli_3	-0.9492848318345868	0.006403839403856378	0.1091701513515105
P76558	ecoli_2-ecoli_1	-0.05991165714800564	0.7900838115737867	1
P76558	ecoli_3-ecoli_1	0.5921304161820897	0.03169445917349755	0.16954776419421563
P76558	ecoli_7-ecoli_1	0.20738478711454542	0.37164252479349047	1
P76558	ecoli_3-ecoli_2	0.6520420733300953	0.0217862945749991	0.11802007218379199
P76558	ecoli_7-ecoli_2	0.26729644426255106	0.2592609712267109	1
P76558	ecoli_7-ecoli_3	-0.3847456290675443	0.12213869275920468	0.529720109941929
P76562	ecoli_3-ecoli_1	0.29104556265138054	0.19658140911321034	0.5799151568839706
P76562	ecoli_7-ecoli_1	0.01962649023068573	0.9247288603776012	1
P76562	ecoli_7-ecoli_3	-0.2714190724206948	0.2240688048200468	0.7583121670802413
P76569	ecoli_2-ecoli_1	0.18493570354800135	0.1030248930658888	1
P76569	ecoli_3-ecoli_1	0.3003198597866188	0.01984373405349048	0.12239243947159742
P76569	ecoli_7-ecoli_1	0.17043116507238634	0.12726911250282588	1
P76569	ecoli_3-ecoli_2	0.11538415623861747	0.2776402553110864	0.6912429105788225
P76569	ecoli_7-ecoli_2	-0.014504538475615013	0.8860009179348864	1
P76569	ecoli_7-ecoli_3	-0.12988869471423248	0.2272768192421964	0.7641685093224931
P77211	ecoli_2-ecoli_1	4.432455709747956e-17	0.9999999947578175	1
P77211	ecoli_3-ecoli_1	-3.540171180809174e-17	0.9999999958131057	1
P77211	ecoli_7-ecoli_1	9.684554957238658e-18	0.9999999988546258	1
P77211	ecoli_3-ecoli_2	-7.97262689055713e-17	0.9999999905709233	1
P77211	ecoli_7-ecoli_2	-3.46400021402409e-17	0.9999999959031918	1
P77211	ecoli_7-ecoli_3	4.5086266765330397e-17	0.9999999946677316	1
P77318	ecoli_2-ecoli_1	0	1	1
P77318	ecoli_3-ecoli_1	0	1	1
P77318	ecoli_7-ecoli_1	0	1	1
P77318	ecoli_3-ecoli_2	0	1	1
P77318	ecoli_7-ecoli_2	0	1	1
P77318	ecoli_7-ecoli_3	0	1	1
P77395	ecoli_2-ecoli_1	-0.4829310840364197	0.14829775501112877	1
P77395	ecoli_3-ecoli_1	1.2492112189056583	0.005410189244524002	0.05437996785487333
P77395	ecoli_7-ecoli_1	0.3116926738333705	0.3247926326472046	1
P77395	ecoli_3-ecoli_2	1.7321423029420782	0.0011017088285198626	0.01656260252271471
P77395	ecoli_7-ecoli_2	0.7946237578697902	0.03475502565796104	0.4668927917937833
P77395	ecoli_7-ecoli_3	-0.9375185450722878	0.018605923845626676	0.1788877902930702
P77454	ecoli_2-ecoli_1	0.0012232192796817615	0.9947567033033049	1
P77454	ecoli_3-ecoli_1	0.3521176484486237	0.09189628929364475	0.34197328902624036
P77454	ecoli_7-ecoli_1	0.026629977352513684	0.8863291275476718	1
P77454	ecoli_3-ecoli_2	0.3508944291689419	0.09281207626816579	0.32207443972221744
P77454	ecoli_7-ecoli_2	0.025406758072831923	0.8915096493825649	1
P77454	ecoli_7-ecoli_3	-0.32548767109611	0.11398948068116094	0.5125325254348505
P77529	ecoli_2-ecoli_1	0.15923139671961478	0.5893054669418234	1
P77529	ecoli_3-ecoli_1	1.4661396252601748	0.0020003095024573665	0.034040824233814174
P77529	ecoli_7-ecoli_1	0.25823105984436323	0.3910099912278736	1
P77529	ecoli_3-ecoli_2	1.3069082285405602	0.003516008873433784	0.03309184822055326
P77529	ecoli_7-ecoli_2	0.09899966312474842	0.7350956362572498	1
P77529	ecoli_7-ecoli_3	-1.2079085654158117	0.005106946656824522	0.10319828231848147
P77552	ecoli_2-ecoli_1	-0.19858336478621091	0.1401422664105115	1
P77552	ecoli_3-ecoli_1	-0.13948784010645837	0.2813150852344404	0.7423425583138306
P77552	ecoli_7-ecoli_1	-0.1216237750852665	0.3427788907229697	1
P77552	ecoli_3-ecoli_2	0.05909552467975255	0.6363855736818498	1
P77552	ecoli_7-ecoli_2	0.07695958970094441	0.5403931006649294	1
P77552	ecoli_7-ecoli_3	0.017864065021191856	0.8855109746346299	1
P77596	ecoli_2-ecoli_1	0.08972944764474067	0.5329473574849906	1
P77596	ecoli_3-ecoli_1	1.6532889347759843	2.97994957061859e-5	0.008179283267987723
P77596	ecoli_7-ecoli_1	0.730161541635569	0.002063330504560621	0.39951475004831627
P77596	ecoli_3-ecoli_2	1.5635594871312435	4.03092025238508e-5	0.00623718016262441
P77596	ecoli_7-ecoli_2	0.6404320939908283	0.0038317120141359044	0.2682797114897342
P77596	ecoli_7-ecoli_3	-0.9231273931404153	6.459569923399472e-4	0.052013957774754024
P77690, Q96HS1	ecoli_2-ecoli_1	3.337259341316307e-21	0.9999999999867021	1
P77690, Q96HS1	ecoli_3-ecoli_1	-1.517193136663112e-20	0.9999999999395446	1
P77690, Q96HS1	ecoli_7-ecoli_1	-1.4196728810665916e-20	0.9999999999434305	1
P77690, Q96HS1	ecoli_3-ecoli_2	-1.8509190707947425e-20	0.9999999999262467	1
P77690, Q96HS1	ecoli_7-ecoli_2	-1.7533988151982224e-20	0.9999999999301326	1
P77690, Q96HS1	ecoli_7-ecoli_3	9.752025559652045e-22	0.9999999999961141	1
P77695	ecoli_2-ecoli_1	0.006688234160925344	0.9703588832614083	1
P77695	ecoli_3-ecoli_1	1.3416475960683205	3.0783410453279095e-4	0.019455280472348038
P77695	ecoli_7-ecoli_1	0.5045545791346917	0.02806860176847705	0.8370820153369796
P77695	ecoli_3-ecoli_2	1.3349593619073952	3.160251637758066e-4	0.01142342933825031
P77695	ecoli_7-ecoli_2	0.49786634497376636	0.02947648772645549	0.4595275180492069
P77695	ecoli_7-ecoli_3	-0.8370930169336287	0.003283235461440356	0.0862089311220304
P77802	ecoli_2-ecoli_1	-4.35557037908685e-18	0.9999999979988503	1
P77802	ecoli_3-ecoli_1	-2.6764099708114e-17	0.9999999877033395	1
P77802	ecoli_7-ecoli_1	-1.727972730150793e-18	0.9999999992060897	1
P77802	ecoli_3-ecoli_2	-2.240852932902715e-17	0.9999999897044892	1
P77802	ecoli_7-ecoli_2	2.627597648936057e-18	0.9999999987927606	1
P77802	ecoli_7-ecoli_3	2.5036126977963207e-17	0.9999999884972498	1
P77806, Q9Y490	ecoli_2-ecoli_1	-0.07669061909154885	0.5603019831932325	1
P77806, Q9Y490	ecoli_3-ecoli_1	-0.12838027498567817	0.34080695538417666	0.8518963087604947
P77806, Q9Y490	ecoli_7-ecoli_1	0.17059177981791984	0.21722950252160395	1
P77806, Q9Y490	ecoli_3-ecoli_2	-0.05168965589412933	0.6925130045480893	1
P77806, Q9Y490	ecoli_7-ecoli_2	0.24728239890946868	0.09098037889715953	0.6426026962076333
P77806, Q9Y490	ecoli_7-ecoli_3	0.298972054803598	0.05019147226403668	0.30495224690869377
P78310	ecoli_2-ecoli_1	1.73465123704775e-17	0.9999999978980514	1
P78310	ecoli_3-ecoli_1	1.3569073260730772e-16	0.9999999835577931	1
P78310	ecoli_7-ecoli_1	5.101247684868692e-17	0.9999999938186073	1
P78310	ecoli_3-ecoli_2	1.1834422023683021e-16	0.9999999856597417	1
P78310	ecoli_7-ecoli_2	3.366596447820942e-17	0.9999999959205559	1
P78310	ecoli_7-ecoli_3	-8.467825575862079e-17	0.9999999897391858	1
P78316	ecoli_2-ecoli_1	0.050277012522154135	0.5044986897493658	1
P78316	ecoli_3-ecoli_1	-0.19597633158303487	0.033042929173795796	0.17390198875035254
P78316	ecoli_7-ecoli_1	0.07854069817980336	0.31022705380352555	1
P78316	ecoli_3-ecoli_2	-0.246253344105189	0.013519814118350036	0.0848299246241509
P78316	ecoli_7-ecoli_2	0.028263685657649223	0.7036427455233096	1
P78316	ecoli_7-ecoli_3	0.27451702976283826	0.008460363488646894	0.1217533078975146
P78330	ecoli_2-ecoli_1	-6.537589224610858e-15	0.9999998971663064	1
P78330	ecoli_3-ecoli_1	-2.2880409687491435e-14	0.9999996401002023	1
P78330	ecoli_7-ecoli_1	-1.2287273610212141e-14	0.9999998067260444	1
P78330	ecoli_3-ecoli_2	-1.634282046288058e-14	0.9999997429338959	1
P78330	ecoli_7-ecoli_2	-5.749684385601284e-15	0.999999909559738	1
P78330	ecoli_7-ecoli_3	1.0593136077279294e-14	0.999999833374158	1
P78332	ecoli_2-ecoli_1	0	1	1
P78332	ecoli_3-ecoli_1	0	1	1
P78332	ecoli_7-ecoli_1	0	1	1
P78332	ecoli_3-ecoli_2	0	1	1
P78332	ecoli_7-ecoli_2	0	1	1
P78332	ecoli_7-ecoli_3	0	1	1
P78344	ecoli_2-ecoli_1	0	1	1
P78344	ecoli_3-ecoli_1	0	1	1
P78344	ecoli_7-ecoli_1	0	1	1
P78344	ecoli_3-ecoli_2	0	1	1
P78344	ecoli_7-ecoli_2	0	1	1
P78344	ecoli_7-ecoli_3	0	1	1
P78346	ecoli_2-ecoli_1	0	1	1
P78346	ecoli_3-ecoli_1	0	1	1
P78346	ecoli_7-ecoli_1	0	1	1
P78346	ecoli_3-ecoli_2	0	1	1
P78346	ecoli_7-ecoli_2	0	1	1
P78346	ecoli_7-ecoli_3	0	1	1
P78347	ecoli_2-ecoli_1	0.07812369020172777	0.21106087352999717	1
P78347	ecoli_3-ecoli_1	0.010753239879985119	0.854551825698175	1
P78347	ecoli_7-ecoli_1	-0.009081095421387526	0.8769252035396802	1
P78347	ecoli_3-ecoli_2	-0.06737045032174266	0.2735001315405464	0.683750328851366
P78347	ecoli_7-ecoli_2	-0.0872047856231153	0.16859486236907711	0.8740706689880592
P78347	ecoli_7-ecoli_3	-0.019834335301372644	0.7360920873386717	1
P78362	ecoli_2-ecoli_1	0	1	1
P78362	ecoli_3-ecoli_1	0	1	1
P78362	ecoli_7-ecoli_1	0	1	1
P78362	ecoli_3-ecoli_2	0	1	1
P78362	ecoli_7-ecoli_2	0	1	1
P78362	ecoli_7-ecoli_3	0	1	1
P78364	ecoli_2-ecoli_1	3.7711567136625733e-17	0.9999999930280655	1
P78364	ecoli_3-ecoli_1	-6.645452250815636e-17	0.9999999877142052	1
P78364	ecoli_7-ecoli_1	-3.8110131076685773e-17	0.999999992954381	1
P78364	ecoli_3-ecoli_2	-1.0416608964478211e-16	0.9999999807422708	1
P78364	ecoli_7-ecoli_2	-7.582169821331151e-17	0.9999999859824464	1
P78364	ecoli_7-ecoli_3	2.83443914314706e-17	0.9999999947598243	1
P78371	ecoli_2-ecoli_1	0.03180840677241836	0.6129856143057035	1
P78371	ecoli_3-ecoli_1	-0.0837505181712333	0.20859724564871213	0.6034921064677222
P78371	ecoli_7-ecoli_1	-0.052524220867049984	0.41196619814450636	1
P78371	ecoli_3-ecoli_2	-0.11555892494365166	0.09916456365909633	0.3373251671926739
P78371	ecoli_7-ecoli_2	-0.08433262763946835	0.20583798875415385	0.9482331227470544
P78371	ecoli_7-ecoli_3	0.031226297304183328	0.6193640077420702	1
P78395, Q99832	ecoli_2-ecoli_1	0.020816330090679416	0.7395599729804782	1
P78395, Q99832	ecoli_3-ecoli_1	-0.09946689322975188	0.14677080229106151	0.4755204317002311
P78395, Q99832	ecoli_7-ecoli_1	0.025828909052911693	0.6807666157998724	1
P78395, Q99832	ecoli_3-ecoli_2	-0.12028322332043132	0.09044823631622959	0.31668063708273125
P78395, Q99832	ecoli_7-ecoli_2	0.005012578962232277	0.9359041486956536	1
P78395, Q99832	ecoli_7-ecoli_3	0.12529580228266357	0.08049174188743072	0.41781262551972703
P78406	ecoli_2-ecoli_1	-1.2047219838669209e-14	0.9999999332411732	1
P78406	ecoli_3-ecoli_1	-2.0766675242767143e-13	0.9999988492292043	1
P78406	ecoli_7-ecoli_1	7.809882141773636e-15	0.9999999567220839	1
P78406	ecoli_3-ecoli_2	-1.956195325890022e-13	0.9999989159880311	1
P78406	ecoli_7-ecoli_2	1.9857101980442846e-14	0.9999998899632572	1
P78406	ecoli_7-ecoli_3	2.1547663456944508e-13	0.9999988059512883	1
P78417	ecoli_2-ecoli_1	0.02613477516032979	0.802330197289651	1
P78417	ecoli_3-ecoli_1	-0.18128213453914316	0.11651132744001783	0.4040718714174357
P78417	ecoli_7-ecoli_1	0.05831368751413317	0.5802463837565348	1
P78417	ecoli_3-ecoli_2	-0.20741690969947296	0.08017806885043476	0.2917934593419559
P78417	ecoli_7-ecoli_2	0.03217891235380338	0.7582171675204524	1
P78417	ecoli_7-ecoli_3	0.23959582205327634	0.050661863828625836	0.306565725863248
P78527	ecoli_2-ecoli_1	0.043040464611812115	0.5200679147704448	1
P78527	ecoli_3-ecoli_1	-0.12054032771003827	0.10393508315748883	0.37499365772058224
P78527	ecoli_7-ecoli_1	-0.024309450568147088	0.7130027257171245	1
P78527	ecoli_3-ecoli_2	-0.16358079232185038	0.04056945164696924	0.18066714053521093
P78527	ecoli_7-ecoli_2	-0.06734991517995921	0.32611829068941045	1
P78527	ecoli_7-ecoli_3	0.09623087714189117	0.17729038672087177	0.6633615303139285
P78540	ecoli_2-ecoli_1	-0.05161233455437841	0.3848032106689913	1
P78540	ecoli_3-ecoli_1	0.027717366326868616	0.6335581754821398	1
P78540	ecoli_7-ecoli_1	0.02742673981495007	0.6370597440699226	1
P78540	ecoli_3-ecoli_2	0.07932970088124702	0.19793824457644005	0.5458082686066212
P78540	ecoli_7-ecoli_2	0.07903907436932847	0.19938812863852715	0.939071430393321
P78540	ecoli_7-ecoli_3	-2.9062651191854444e-4	0.9959754681749728	1
P78549	ecoli_2-ecoli_1	-4.2211894904572857e-14	0.9999997401604293	1
P78549	ecoli_3-ecoli_1	-1.2438055869098733e-13	0.9999992343629431	1
P78549	ecoli_7-ecoli_1	-5.3813928235365164e-14	0.9999996687429445	1
P78549	ecoli_3-ecoli_2	-8.216866378641448e-14	0.9999994942025139	1
P78549	ecoli_7-ecoli_2	-1.1602033330792307e-14	0.9999999285825152	1
P78549	ecoli_7-ecoli_3	7.056663045562218e-14	0.9999995656199987	1
P78563	ecoli_2-ecoli_1	-2.89325799153263e-19	0.9999999999039089	1
P78563	ecoli_3-ecoli_1	7.347510203651254e-19	0.9999999997559738	1
P78563	ecoli_7-ecoli_1	-1.2736967710677032e-17	0.9999999957697852	1
P78563	ecoli_3-ecoli_2	1.0240768195183885e-18	0.9999999996598825	1
P78563	ecoli_7-ecoli_2	-1.2447641911523769e-17	0.9999999958658764	1
P78563	ecoli_7-ecoli_3	-1.3471718731042158e-17	0.999999995525759	1
P79522	ecoli_2-ecoli_1	6.53949034128394e-17	0.9999999827085186	1
P79522	ecoli_3-ecoli_1	-2.2668369427642184e-18	0.9999999994006112	1
P79522	ecoli_7-ecoli_1	1.1731594065418902e-17	0.9999999968979747	1
P79522	ecoli_3-ecoli_2	-6.766174035560361e-17	0.9999999821091299	1
P79522	ecoli_7-ecoli_2	-5.36633093474205e-17	0.999999985810544	1
P79522	ecoli_7-ecoli_3	1.399843100818312e-17	0.999999996298586	1
P80303	ecoli_2-ecoli_1	2.8223550066299072e-18	0.999999998100624	1
P80303	ecoli_3-ecoli_1	-1.9568598781915873e-18	0.9999999986830811	1
P80303	ecoli_7-ecoli_1	-8.860952450297585e-18	0.9999999940367954	1
P80303	ecoli_3-ecoli_2	-4.779214884821495e-18	0.9999999967837051	1
P80303	ecoli_7-ecoli_2	-1.168330745692749e-17	0.9999999921374194	1
P80303	ecoli_7-ecoli_3	-6.9040925721059966e-18	0.9999999953537143	1
P80723	ecoli_2-ecoli_1	-2.020951312418948e-14	0.9999996724111068	1
P80723	ecoli_3-ecoli_1	-9.628693847805753e-15	0.9999998439223576	1
P80723	ecoli_7-ecoli_1	1.9091654042188513e-15	0.9999999690531198	1
P80723	ecoli_3-ecoli_2	1.0580819276383724e-14	0.999999828488749	1
P80723	ecoli_7-ecoli_2	2.211867852840833e-14	0.9999996414642265	1
P80723	ecoli_7-ecoli_3	1.1537859252024605e-14	0.9999998129754775	1
P82650	ecoli_2-ecoli_1	6.2391372334229775e-15	0.9999997747971985	1
P82650	ecoli_3-ecoli_1	1.3505390030354463e-15	0.9999999512520472	1
P82650	ecoli_7-ecoli_1	5.28259232362048e-15	0.9999998093238622	1
P82650	ecoli_3-ecoli_2	-4.888598230387531e-15	0.9999998235451513	1
P82650	ecoli_7-ecoli_2	-9.565449098024975e-16	0.9999999654733362	1
P82650	ecoli_7-ecoli_3	3.932053320585034e-15	0.999999858071815	1
P82663	ecoli_2-ecoli_1	0	1	1
P82663	ecoli_3-ecoli_1	0	1	1
P82663	ecoli_7-ecoli_1	0	1	1
P82663	ecoli_3-ecoli_2	0	1	1
P82663	ecoli_7-ecoli_2	0	1	1
P82663	ecoli_7-ecoli_3	0	1	1
P82664	ecoli_2-ecoli_1	-0.23284832836553013	0.04315963525348921	1
P82664	ecoli_3-ecoli_1	-0.19283178728463943	0.07973920599401019	0.31145522619960075
P82664	ecoli_7-ecoli_1	-0.1419358679663448	0.17390795992542415	1
P82664	ecoli_3-ecoli_2	0.0400165410808907	0.6808948855951368	1
P82664	ecoli_7-ecoli_2	0.09091246039918532	0.3632038089884589	1
P82664	ecoli_7-ecoli_3	0.050895919318294625	0.6024625965350385	1
P82673	ecoli_2-ecoli_1	-0.001934392224904801	0.9383588451104944	1
P82673	ecoli_3-ecoli_1	-0.00880259054130395	0.7258626932602261	1
P82673	ecoli_7-ecoli_1	-0.0070772863222203775	0.7777220984598925	1
P82673	ecoli_3-ecoli_2	-0.006868198316399149	0.7840936960437699	1
P82673	ecoli_7-ecoli_2	-0.005142894097315576	0.8372821552100047	1
P82673	ecoli_7-ecoli_3	0.0017253042190835733	0.9450083453046876	1
P82675	ecoli_2-ecoli_1	-0.06317119831409365	0.5454980970929939	1
P82675	ecoli_3-ecoli_1	-0.27081597839339067	0.03155732292337524	0.16946471375858035
P82675	ecoli_7-ecoli_1	-0.09142731448665438	0.38909963476639764	1
P82675	ecoli_3-ecoli_2	-0.20764478007929701	0.07756342560772535	0.2843914061778982
P82675	ecoli_7-ecoli_2	-0.028256116172560738	0.7843329951496294	1
P82675	ecoli_7-ecoli_3	0.17938866390673627	0.11655037714011902	0.5186434027345237
P82912	ecoli_2-ecoli_1	0.24777810659116462	0.04571688288850843	1
P82912	ecoli_3-ecoli_1	-0.13087466333376976	0.23310333567828942	0.6546091224247033
P82912	ecoli_7-ecoli_1	-0.07878178656099413	0.4553392136473783	1
P82912	ecoli_3-ecoli_2	-0.37865276992493435	0.008503313803743761	0.061181998182119834
P82912	ecoli_7-ecoli_2	-0.3265598931521587	0.01610933772606015	0.3989927077980072
P82912	ecoli_7-ecoli_3	0.05209287677277563	0.6167518774522753	1
P82914	ecoli_2-ecoli_1	0	1	1
P82914	ecoli_3-ecoli_1	0	1	1
P82914	ecoli_7-ecoli_1	0	1	1
P82914	ecoli_3-ecoli_2	0	1	1
P82914	ecoli_7-ecoli_2	0	1	1
P82914	ecoli_7-ecoli_3	0	1	1
P82921	ecoli_2-ecoli_1	-0.055752464330961156	0.5900385991706505	1
P82921	ecoli_3-ecoli_1	0.20279022572538058	0.08128935585961954	0.31476811025434714
P82921	ecoli_7-ecoli_1	0.046416269115630585	0.6525838314519916	1
P82921	ecoli_3-ecoli_2	0.25854269005634173	0.03633759082944769	0.16748190011926506
P82921	ecoli_7-ecoli_2	0.10216873344659175	0.33620735813442826	1
P82921	ecoli_7-ecoli_3	-0.15637395660974998	0.1592814871365419	0.6229737606646978
P82930	ecoli_2-ecoli_1	3.077884930452135e-15	0.9999998698481134	1
P82930	ecoli_3-ecoli_1	-1.0521778372248095e-15	0.9999999555074561	1
P82930	ecoli_7-ecoli_1	9.324727681967194e-16	0.9999999605693219	1
P82930	ecoli_3-ecoli_2	-4.1300627676769445e-15	0.9999998253555695	1
P82930	ecoli_7-ecoli_2	-2.1454121622554155e-15	0.9999999092787916	1
P82930	ecoli_7-ecoli_3	1.984650605421529e-15	0.999999916076778	1
P82932	ecoli_2-ecoli_1	0.0034227202739964546	0.9607675763079422	1
P82932	ecoli_3-ecoli_1	-0.20511457525364937	0.022151727664424574	0.13183910023059642
P82932	ecoli_7-ecoli_1	-0.13592397179456883	0.08832423819232828	1
P82932	ecoli_3-ecoli_2	-0.20853729552764583	0.020758039167772357	0.11368706047875327
P82932	ecoli_7-ecoli_2	-0.1393466920685653	0.0823009883048929	0.621649709578897
P82932	ecoli_7-ecoli_3	0.06919060345908054	0.34011266545776114	0.9948572429350798
P82933	ecoli_2-ecoli_1	0	1	1
P82933	ecoli_3-ecoli_1	0	1	1
P82933	ecoli_7-ecoli_1	0	1	1
P82933	ecoli_3-ecoli_2	0	1	1
P82933	ecoli_7-ecoli_2	0	1	1
P82933	ecoli_7-ecoli_3	0	1	1
P82970	ecoli_2-ecoli_1	1.103388413337956e-15	0.9999999573559201	1
P82970	ecoli_3-ecoli_1	3.650245252307103e-15	0.9999998589242479	1
P82970	ecoli_7-ecoli_1	2.4184460709155405e-15	0.999999906531185	1
P82970	ecoli_3-ecoli_2	2.546856838969147e-15	0.9999999015683279	1
P82970	ecoli_7-ecoli_2	1.3150576575775846e-15	0.9999999491752649	1
P82970	ecoli_7-ecoli_3	-1.2317991813915624e-15	0.9999999523930629	1
P82979	ecoli_2-ecoli_1	-6.360740863704902e-16	0.9999999802150688	1
P82979	ecoli_3-ecoli_1	-7.897901464910469e-15	0.9999997543376781	1
P82979	ecoli_7-ecoli_1	-1.5066687081244127e-15	0.9999999531354329	1
P82979	ecoli_3-ecoli_2	-7.261827378539977e-15	0.9999997741226092	1
P82979	ecoli_7-ecoli_2	-8.705946217539225e-16	0.9999999729203641	1
P82979	ecoli_7-ecoli_3	6.391232756786055e-15	0.9999998012022452	1
P83731	ecoli_2-ecoli_1	-0.0037942769910188773	0.9669110728667978	1
P83731	ecoli_3-ecoli_1	-0.2881873354775563	0.016222285216210785	0.10650179635357124
P83731	ecoli_7-ecoli_1	-0.09254538012613567	0.3316733485727476	1
P83731	ecoli_3-ecoli_2	-0.2843930584865374	0.017138895895149893	0.10010724069135792
P83731	ecoli_7-ecoli_2	-0.08875110313511679	0.3503727360657574	1
P83731	ecoli_7-ecoli_3	0.19564195535142062	0.06644283303995722	0.36967573773160833
P83881, Q969Q0	ecoli_2-ecoli_1	-3.0154769079400617e-18	0.9999999978578191	1
P83881, Q969Q0	ecoli_3-ecoli_1	-1.287958847240425e-17	0.9999999908503996	1
P83881, Q969Q0	ecoli_7-ecoli_1	-6.763997030409073e-18	0.9999999951948876	1
P83881, Q969Q0	ecoli_3-ecoli_2	-9.864111564464189e-18	0.9999999929925805	1
P83881, Q969Q0	ecoli_7-ecoli_2	-3.748520122469011e-18	0.9999999973370686	1
P83881, Q969Q0	ecoli_7-ecoli_3	6.115591441995177e-18	0.9999999956555119	1
P83916	ecoli_2-ecoli_1	-1.958971648062571e-20	0.9999999999464695	1
P83916	ecoli_3-ecoli_1	2.8790757399487613e-19	0.9999999992132687	1
P83916	ecoli_7-ecoli_1	9.453518278769503e-20	0.99999999974167475	1
P83916	ecoli_3-ecoli_2	3.0749729047550183e-19	0.9999999991597381	1
P83916	ecoli_7-ecoli_2	1.1412489926832073e-19	0.9999999996881442	1
P83916	ecoli_7-ecoli_3	-1.933723912071811e-19	0.9999999994715938	1
P84085	ecoli_2-ecoli_1	0.2057699715732818	0.15098728313374535	1
P84085	ecoli_3-ecoli_1	0.06189903283238168	0.6419378932581143	1
P84085	ecoli_7-ecoli_1	-0.05291343225918149	0.690348356424912	1
P84085	ecoli_3-ecoli_2	-0.14387093874090012	0.2964082197241994	0.7284195416151472
P84085	ecoli_7-ecoli_2	-0.2586834038324633	0.08257218837461015	0.6218587833724842
P84085	ecoli_7-ecoli_3	-0.11481246509156316	0.39768996471914214	1
P84090	ecoli_2-ecoli_1	0.05698195987724457	0.7478623224315424	1
P84090	ecoli_3-ecoli_1	-0.2598572995573685	0.1712039084613516	0.53053097825895
P84090	ecoli_7-ecoli_1	-0.10858928465143708	0.544228824184892	1
P84090	ecoli_3-ecoli_2	-0.3168392594346131	0.1054382143006836	0.3515083540939859
P84090	ecoli_7-ecoli_2	-0.16557124452868163	0.36363147591718803	1
P84090	ecoli_7-ecoli_3	0.15126801490593147	0.404189716383645	1
P84095	ecoli_2-ecoli_1	-4.598946317371313e-22	0.9999999999981436	1
P84095	ecoli_3-ecoli_1	-1.2112901085120846e-21	0.9999999999951106	1
P84095	ecoli_7-ecoli_1	1.0183094734371384e-21	0.9999999999958895	1
P84095	ecoli_3-ecoli_2	-7.513954767749535e-22	0.9999999999969669	1
P84095	ecoli_7-ecoli_2	1.4782041051742697e-21	0.9999999999940331	1
P84095	ecoli_7-ecoli_3	2.229599581949223e-21	0.9999999999910001	1
P84098	ecoli_2-ecoli_1	-0.011590308741488774	0.8512017388632986	1
P84098	ecoli_3-ecoli_1	-0.10511112925164123	0.12368140131663075	0.4204605030354604
P84098	ecoli_7-ecoli_1	-0.0779271233149122	0.23414090268101895	1
P84098	ecoli_3-ecoli_2	-0.09352082051015245	0.16290678438813677	0.47638537471204484
P84098	ecoli_7-ecoli_2	-0.06633681457342343	0.3037436115516645	1
P84098	ecoli_7-ecoli_3	0.02718400593672903	0.6620239949207716	1
P84103	ecoli_2-ecoli_1	-0.04815042905001689	0.6321613542396639	1
P84103	ecoli_3-ecoli_1	-0.19510706597829547	0.082972140879332	0.31990290602143134
P84103	ecoli_7-ecoli_1	-0.06467212447875118	0.5231775631425855	1
P84103	ecoli_3-ecoli_2	-0.1469566369282786	0.17122546372668387	0.49362295849134086
P84103	ecoli_7-ecoli_2	-0.016521695428734294	0.8685125951334265	1
P84103	ecoli_7-ecoli_3	0.1304349414995443	0.2179475690152416	0.7469145095681509
P84157	ecoli_2-ecoli_1	5.590235587100984e-15	0.9999998605771321	1
P84157	ecoli_3-ecoli_1	-3.6455662629868645e-15	0.9999999090780173	1
P84157	ecoli_7-ecoli_1	-1.0900091048412858e-15	0.9999999728147064	1
P84157	ecoli_3-ecoli_2	-9.235801850087848e-15	0.9999997696551494	1
P84157	ecoli_7-ecoli_2	-6.68024469194227e-15	0.9999998333918385	1
P84157	ecoli_7-ecoli_3	2.5555571581455783e-15	0.9999999362633107	1
P84243	ecoli_2-ecoli_1	-1.6513482544375987e-19	0.9999999999243949	1
P84243	ecoli_3-ecoli_1	1.9111571661486186e-18	0.9999999991249996	1
P84243	ecoli_7-ecoli_1	8.931121069477276e-19	0.9999999995910993	1
P84243	ecoli_3-ecoli_2	2.0762919915923786e-18	0.9999999990493946	1
P84243	ecoli_7-ecoli_2	1.0582469323914874e-18	0.9999999995154943	1
P84243	ecoli_7-ecoli_3	-1.0180450592008912e-18	0.9999999995339003	1
P86397	ecoli_2-ecoli_1	0	1	1
P86397	ecoli_3-ecoli_1	0	1	1
P86397	ecoli_7-ecoli_1	0	1	1
P86397	ecoli_3-ecoli_2	0	1	1
P86397	ecoli_7-ecoli_2	0	1	1
P86397	ecoli_7-ecoli_3	0	1	1
P98160	ecoli_3-ecoli_1	0.056102065571864396	0.6511863662935143	1
P98160	ecoli_7-ecoli_1	0.041898081475170615	0.738702743359431	1
P98160	ecoli_7-ecoli_3	-0.014203984096693783	0.9095188070486804	1
P98175	ecoli_2-ecoli_1	-1.8248759495131951e-16	0.9999999904036583	1
P98175	ecoli_3-ecoli_1	-2.3355963092803244e-15	0.9999998771797036	1
P98175	ecoli_7-ecoli_1	3.3252624888733643e-16	0.9999999825136852	1
P98175	ecoli_3-ecoli_2	-2.1531087143290046e-15	0.9999998867760456	1
P98175	ecoli_7-ecoli_2	5.150138438386559e-16	0.9999999729173434	1
P98175	ecoli_7-ecoli_3	2.6681225581676607e-15	0.9999998596933888	1
P98179	ecoli_2-ecoli_1	-1.0363277596802307e-21	0.9999999999944549	1
